Datetime,Open,High,Low,Close,Adj Close,Volume,Date
2023-03-16 09:30:00-04:00,96.56999969482422,96.83999633789062,96.48500061035156,96.58000183105467,96.58000183105467,742022,
2023-03-16 09:31:00-04:00,96.55999755859376,96.76000213623048,96.23999786376952,96.25,96.25,138607,
2023-03-16 09:32:00-04:00,96.24500274658205,96.31999969482422,95.87000274658205,96.16000366210938,96.16000366210938,136048,
2023-03-16 09:33:00-04:00,96.1500015258789,96.5500030517578,96.1500015258789,96.3499984741211,96.3499984741211,104385,
2023-03-16 09:34:00-04:00,96.36000061035156,96.5,96.3249969482422,96.42890167236328,96.42890167236328,88713,
2023-03-16 09:35:00-04:00,96.42990112304688,96.69000244140624,96.42990112304688,96.68000030517578,96.68000030517578,119132,
2023-03-16 09:36:00-04:00,96.69000244140624,96.77999877929688,96.52999877929688,96.5500030517578,96.5500030517578,146105,
2023-03-16 09:37:00-04:00,96.5500030517578,96.7699966430664,96.52999877929688,96.76499938964844,96.76499938964844,69291,
2023-03-16 09:38:00-04:00,96.77999877929688,97.0749969482422,96.77999877929688,96.9499969482422,96.9499969482422,127869,
2023-03-16 09:39:00-04:00,96.9800033569336,97.04000091552734,96.93000030517578,97.04000091552734,97.04000091552734,108612,
2023-03-16 09:40:00-04:00,97.02999877929688,97.1500015258789,96.97000122070312,97.0,97.0,174725,
2023-03-16 09:41:00-04:00,97.00309753417967,97.27890014648438,97.00309753417967,97.2699966430664,97.2699966430664,93138,
2023-03-16 09:42:00-04:00,97.25309753417967,97.29000091552734,97.02999877929688,97.0500030517578,97.0500030517578,139895,
2023-03-16 09:43:00-04:00,97.04000091552734,97.12000274658205,96.83000183105467,96.83999633789062,96.83999633789062,117523,
2023-03-16 09:44:00-04:00,96.8458023071289,97.0500030517578,96.79499816894533,97.02999877929688,97.02999877929688,113260,
2023-03-16 09:45:00-04:00,97.0500030517578,97.09850311279295,96.94000244140624,96.9499969482422,96.9499969482422,101158,
2023-03-16 09:46:00-04:00,96.95500183105467,97.04000091552734,96.8499984741211,96.95999908447266,96.95999908447266,84635,
2023-03-16 09:47:00-04:00,96.9499969482422,97.13999938964844,96.93000030517578,97.06999969482422,97.06999969482422,81477,
2023-03-16 09:48:00-04:00,97.08000183105467,97.19000244140624,97.0,97.18000030517578,97.18000030517578,74774,
2023-03-16 09:49:00-04:00,97.19000244140624,97.27999877929688,97.14749908447266,97.19000244140624,97.19000244140624,129914,
2023-03-16 09:50:00-04:00,97.19000244140624,97.4000015258789,97.1750030517578,97.38999938964844,97.38999938964844,180333,
2023-03-16 09:51:00-04:00,97.38999938964844,97.5344009399414,97.38999938964844,97.51000213623048,97.51000213623048,129383,
2023-03-16 09:52:00-04:00,97.5199966430664,97.58000183105467,97.43000030517578,97.55999755859376,97.55999755859376,95676,
2023-03-16 09:53:00-04:00,97.5500030517578,97.5999984741211,97.48999786376952,97.54000091552734,97.54000091552734,122666,
